timestamp,chlorophyll_mg_m3,turbidity_NTU,cdom_mg_m3
2025-02-16 11:00:00,2.22,4.14,0.633
2025-02-16 12:00:00,1.33,8.47,0.85
2025-02-16 13:00:00,1.76,7.54,0.499
2025-02-16 14:00:00,0.93,3.54,0.5
2025-02-16 15:00:00,2.73,4.33,1.101
2025-02-16 16:00:00,1.7,4.83,0.456
2025-02-16 17:00:00,1.71,1.6,0.825
2025-02-16 18:00:00,2.06,3.65,1.224
2025-02-16 19:00:00,1.22,6.34,0.891
2025-02-16 20:00:00,2.22,3.91,0.862
2025-02-16 21:00:00,0.6,7.53,0.677
2025-02-16 22:00:00,1.14,2.74,0.678
2025-02-16 23:00:00,1.03,3.45,0.813
2025-02-17 00:00:00,0.39,3.63,0.382
2025-02-17 01:00:00,1.2,1.18,1.135
2025-02-17 02:00:00,1.48,6.0,0.933
2025-02-17 03:00:00,0.86,3.12,0.444
2025-02-17 04:00:00,0.77,4.3,1.138
2025-02-17 05:00:00,1.54,2.59,1.051
2025-02-17 06:00:00,1.47,7.24,0.991
2025-02-17 07:00:00,1.36,6.25,1.44
2025-02-17 08:00:00,0.76,3.9,0.905
2025-02-17 09:00:00,1.28,1.34,1.264
2025-02-17 10:00:00,1.11,5.27,0.888
2025-02-17 11:00:00,1.57,5.95,0.994
2025-02-17 12:00:00,1.18,1.93,0.743
2025-02-17 13:00:00,1.49,3.5,0.41
2025-02-17 14:00:00,0.73,3.94,0.425
2025-02-17 15:00:00,0.68,5.96,0.86
2025-02-17 16:00:00,1.85,3.48,0.822
2025-02-17 17:00:00,1.97,5.71,0.586
2025-02-17 18:00:00,1.28,2.24,0.812
2025-02-17 19:00:00,1.53,1.68,0.994
2025-02-17 20:00:00,1.24,7.45,1.204
2025-02-17 21:00:00,2.17,1.16,0.708
2025-02-17 22:00:00,1.39,2.28,0.98
2025-02-17 23:00:00,1.22,5.36,1.316
2025-02-18 00:00:00,2.11,2.93,1.093
2025-02-18 01:00:00,1.06,2.88,0.714
2025-02-18 02:00:00,1.62,3.6,0.931
2025-02-18 03:00:00,0.9,0.32,0.952
2025-02-18 04:00:00,1.92,6.24,1.065
2025-02-18 05:00:00,2.02,4.35,0.916
2025-02-18 06:00:00,0.75,2.37,1.027
2025-02-18 07:00:00,0.66,0.56,1.161
2025-02-18 08:00:00,1.7,1.27,0.643
2025-02-18 09:00:00,2.69,0.81,0.576
2025-02-18 10:00:00,2.06,4.45,1.058
2025-02-18 11:00:00,1.4,4.47,0.868
2025-02-18 12:00:00,1.01,5.22,1.122
2025-02-18 13:00:00,0.8,5.46,1.178
2025-02-18 14:00:00,1.96,5.25,0.443
2025-02-18 15:00:00,2.08,7.07,0.697
2025-02-18 16:00:00,1.15,6.39,0.875
2025-02-18 17:00:00,1.38,5.91,0.65
2025-02-18 18:00:00,1.55,4.47,0.788
2025-02-18 19:00:00,2.61,5.44,0.586
2025-02-18 20:00:00,1.57,3.18,0.796
2025-02-18 21:00:00,0.94,3.55,0.664
2025-02-18 22:00:00,0.83,7.44,0.992
2025-02-18 23:00:00,0.98,2.88,1.132
2025-02-19 00:00:00,2.3,2.99,1.031
2025-02-19 01:00:00,1.85,3.53,1.578
2025-02-19 02:00:00,1.33,3.15,1.163
2025-02-19 03:00:00,0.21,3.32,1.154
2025-02-19 04:00:00,1.03,4.73,0.908
2025-02-19 05:00:00,1.75,4.8,0.852
2025-02-19 06:00:00,1.75,6.07,1.247
2025-02-19 07:00:00,1.75,8.63,0.865
2025-02-19 08:00:00,0.73,3.51,0.937
2025-02-19 09:00:00,1.65,4.12,0.886
2025-02-19 10:00:00,0.95,0.57,1.064
2025-02-19 11:00:00,1.54,1.67,1.151
2025-02-19 12:00:00,1.08,3.96,1.195
2025-02-19 13:00:00,2.18,5.18,0.853
2025-02-19 14:00:00,1.74,5.23,0.974
2025-02-19 15:00:00,1.45,5.48,1.011
2025-02-19 16:00:00,2.37,6.76,1.295
2025-02-19 17:00:00,1.32,7.66,0.482
2025-02-19 18:00:00,0.69,3.76,0.931
2025-02-19 19:00:00,2.17,2.65,0.768
2025-02-19 20:00:00,1.69,5.56,0.795
2025-02-19 21:00:00,1.35,6.12,0.716
2025-02-19 22:00:00,1.15,4.52,1.063
2025-02-19 23:00:00,1.85,3.89,0.316
2025-02-20 00:00:00,2.05,3.53,0.914
2025-02-20 01:00:00,1.1,4.45,0.493
2025-02-20 02:00:00,1.9,5.92,0.776
2025-02-20 03:00:00,1.71,3.2,0.895
2025-02-20 04:00:00,1.06,2.93,0.847
2025-02-20 05:00:00,1.56,5.74,1.119
2025-02-20 06:00:00,1.23,2.84,1.261
2025-02-20 07:00:00,2.3,4.84,1.438
2025-02-20 08:00:00,1.17,4.73,0.947
2025-02-20 09:00:00,2.46,4.54,1.239
2025-02-20 10:00:00,1.64,3.25,1.315
2025-02-20 11:00:00,0.51,8.0,0.83
2025-02-20 12:00:00,0.25,5.33,1.257
2025-02-20 13:00:00,1.43,3.51,0.405
2025-02-20 14:00:00,2.36,5.2,1.023
2025-02-20 15:00:00,2.3,8.2,1.35
2025-02-20 16:00:00,1.66,4.72,0.973
2025-02-20 17:00:00,1.12,7.6,0.901
2025-02-20 18:00:00,1.31,2.24,0.9
2025-02-20 19:00:00,1.68,2.83,1.316
2025-02-20 20:00:00,2.21,0.26,0.551
2025-02-20 21:00:00,1.9,8.49,0.851
2025-02-20 22:00:00,2.14,1.13,1.159
2025-02-20 23:00:00,1.94,4.88,1.028
2025-02-21 00:00:00,2.14,8.32,1.263
2025-02-21 01:00:00,0.22,6.79,1.136
2025-02-21 02:00:00,1.04,5.6,0.848
2025-02-21 03:00:00,0.91,7.41,1.111
2025-02-21 04:00:00,0.86,3.51,0.636
2025-02-21 05:00:00,1.58,5.88,0.462
2025-02-21 06:00:00,0.71,4.62,0.813
2025-02-21 07:00:00,1.01,4.58,0.986
2025-02-21 08:00:00,1.52,5.22,0.763
2025-02-21 09:00:00,0.61,7.19,1.009
2025-02-21 10:00:00,1.29,7.98,0.98
2025-02-21 11:00:00,1.96,4.31,0.501
2025-02-21 12:00:00,0.84,2.67,0.831
2025-02-21 13:00:00,2.05,3.2,1.201
2025-02-21 14:00:00,1.09,8.74,1.087
2025-02-21 15:00:00,1.74,7.8,0.792
2025-02-21 16:00:00,0.91,2.66,1.121
2025-02-21 17:00:00,1.85,8.17,1.405
2025-02-21 18:00:00,1.39,3.42,0.86
2025-02-21 19:00:00,1.86,6.17,1.151
2025-02-21 20:00:00,1.25,3.42,1.112
2025-02-21 21:00:00,1.91,9.17,0.846
2025-02-21 22:00:00,2.09,3.7,0.683
2025-02-21 23:00:00,1.65,2.74,1.378
2025-02-22 00:00:00,1.31,4.24,1.252
2025-02-22 01:00:00,1.46,10.41,0.91
2025-02-22 02:00:00,0.84,5.68,1.283
2025-02-22 03:00:00,1.72,3.1,1.118
2025-02-22 04:00:00,1.97,3.58,1.281
2025-02-22 05:00:00,2.54,1.66,0.532
2025-02-22 06:00:00,2.38,6.24,0.878
2025-02-22 07:00:00,1.01,2.66,1.373
2025-02-22 08:00:00,1.73,7.37,1.643
2025-02-22 09:00:00,1.52,6.74,0.882
2025-02-22 10:00:00,2.33,4.96,0.878
2025-02-22 11:00:00,1.17,7.63,1.151
2025-02-22 12:00:00,2.13,7.01,1.066
2025-02-22 13:00:00,1.01,5.47,1.113
2025-02-22 14:00:00,1.54,3.62,0.439
2025-02-22 15:00:00,1.07,5.98,0.92
2025-02-22 16:00:00,0.42,5.97,1.181
2025-02-22 17:00:00,1.06,6.14,0.391
2025-02-22 18:00:00,1.44,5.31,0.575
2025-02-22 19:00:00,2.45,5.81,0.536
2025-02-22 20:00:00,0.95,5.76,1.142
2025-02-22 21:00:00,1.24,7.88,0.747
2025-02-22 22:00:00,0.74,2.61,0.68
2025-02-22 23:00:00,2.29,3.15,0.994
2025-02-23 00:00:00,1.35,5.61,0.68
2025-02-23 01:00:00,1.42,3.94,1.103
2025-02-23 02:00:00,1.42,5.89,1.594
2025-02-23 03:00:00,0.45,3.24,0.898
2025-02-23 04:00:00,0.74,3.55,0.504
2025-02-23 05:00:00,1.05,9.58,0.877
2025-02-23 06:00:00,1.99,5.0,1.113
2025-02-23 07:00:00,0.12,3.12,1.088
2025-02-23 08:00:00,1.95,5.23,1.2
2025-02-23 09:00:00,1.83,7.54,0.842
2025-02-23 10:00:00,0.53,7.87,0.92
2025-02-23 11:00:00,1.43,2.54,0.377
2025-02-23 12:00:00,2.32,3.93,1.144
2025-02-23 13:00:00,0.98,5.91,0.663
2025-02-23 14:00:00,1.29,5.4,1.04
2025-02-23 15:00:00,3.28,2.26,0.772
2025-02-23 16:00:00,1.82,2.59,0.968
2025-02-23 17:00:00,1.47,3.33,1.23
2025-02-23 18:00:00,1.34,1.92,0.881
2025-02-23 19:00:00,1.85,4.55,0.805
2025-02-23 20:00:00,2.03,7.85,0.991
2025-02-23 21:00:00,0.33,4.13,0.83
2025-02-23 22:00:00,0.28,7.63,0.755
2025-02-23 23:00:00,1.02,5.52,1.457
2025-02-24 00:00:00,1.56,5.38,0.533
2025-02-24 01:00:00,1.7,2.42,1.16
2025-02-24 02:00:00,0.63,8.09,0.963
2025-02-24 03:00:00,1.53,5.98,0.791
2025-02-24 04:00:00,1.61,2.55,1.084
2025-02-24 05:00:00,1.14,6.51,1.006
2025-02-24 06:00:00,1.33,4.57,1.327
2025-02-24 07:00:00,1.21,5.87,0.713
2025-02-24 08:00:00,1.93,6.23,0.868
2025-02-24 09:00:00,1.65,8.18,1.25
2025-02-24 10:00:00,0.96,3.5,0.946
2025-02-24 11:00:00,2.22,6.89,1.134
2025-02-24 12:00:00,0.83,8.41,1.301
2025-02-24 13:00:00,0.62,10.79,1.138
2025-02-24 14:00:00,1.5,7.85,0.844
2025-02-24 15:00:00,1.5,6.47,0.909
2025-02-24 16:00:00,1.69,6.3,1.303
2025-02-24 17:00:00,0.94,8.85,1.036
2025-02-24 18:00:00,2.19,5.18,0.946
2025-02-24 19:00:00,2.68,7.34,1.093
2025-02-24 20:00:00,1.64,10.14,0.676
2025-02-24 21:00:00,1.84,5.53,0.938
2025-02-24 22:00:00,0.38,1.72,0.977
2025-02-24 23:00:00,1.39,4.03,0.973
2025-02-25 00:00:00,1.26,6.59,0.901
2025-02-25 01:00:00,1.16,4.33,0.923
2025-02-25 02:00:00,1.28,5.31,0.971
2025-02-25 03:00:00,1.34,5.41,1.365
2025-02-25 04:00:00,0.81,7.13,0.449
2025-02-25 05:00:00,1.39,4.11,1.175
2025-02-25 06:00:00,1.05,4.84,0.978
2025-02-25 07:00:00,2.15,8.82,0.984
2025-02-25 08:00:00,1.88,5.04,0.898
2025-02-25 09:00:00,1.88,7.46,1.125
2025-02-25 10:00:00,2.26,6.03,1.237
2025-02-25 11:00:00,1.18,5.96,0.526
2025-02-25 12:00:00,1.84,7.48,1.523
2025-02-25 13:00:00,2.32,2.28,1.036
2025-02-25 14:00:00,1.14,6.89,1.027
2025-02-25 15:00:00,0.46,7.11,0.651
2025-02-25 16:00:00,1.26,7.7,0.857
2025-02-25 17:00:00,2.25,5.25,1.34
2025-02-25 18:00:00,1.11,6.0,1.017
2025-02-25 19:00:00,1.4,1.1,1.104
2025-02-25 20:00:00,1.21,4.66,0.885
2025-02-25 21:00:00,1.56,6.35,1.493
2025-02-25 22:00:00,1.05,8.95,0.962
2025-02-25 23:00:00,0.79,9.7,1.283
2025-02-26 00:00:00,1.44,5.53,0.961
2025-02-26 01:00:00,1.55,7.96,1.086
2025-02-26 02:00:00,2.38,5.92,1.087
2025-02-26 03:00:00,1.75,2.98,1.23
2025-02-26 04:00:00,1.0,7.42,1.184
2025-02-26 05:00:00,1.27,9.88,0.88
2025-02-26 06:00:00,2.14,5.45,1.289
2025-02-26 07:00:00,1.45,4.4,0.751
2025-02-26 08:00:00,1.05,6.35,0.703
2025-02-26 09:00:00,1.76,5.97,0.926
2025-02-26 10:00:00,1.23,11.43,1.097
2025-02-26 11:00:00,1.99,8.23,0.743
2025-02-26 12:00:00,1.93,6.47,0.979
2025-02-26 13:00:00,1.02,0.42,0.653
2025-02-26 14:00:00,2.78,5.93,0.932
2025-02-26 15:00:00,1.63,9.92,1.242
2025-02-26 16:00:00,0.11,6.37,0.788
2025-02-26 17:00:00,1.94,7.86,0.693
2025-02-26 18:00:00,0.15,7.0,1.094
2025-02-26 19:00:00,2.33,5.24,0.802
2025-02-26 20:00:00,1.74,9.6,1.605
2025-02-26 21:00:00,1.62,6.59,1.047
2025-02-26 22:00:00,1.66,4.8,1.255
2025-02-26 23:00:00,2.01,6.26,0.67
2025-02-27 00:00:00,1.4,9.23,1.108
2025-02-27 01:00:00,1.68,3.41,0.743
2025-02-27 02:00:00,1.76,6.91,0.949
2025-02-27 03:00:00,0.04,6.52,0.806
2025-02-27 04:00:00,2.04,3.29,1.254
2025-02-27 05:00:00,2.14,7.9,1.074
2025-02-27 06:00:00,1.96,6.88,1.023
2025-02-27 07:00:00,1.92,8.13,1.334
2025-02-27 08:00:00,2.64,8.65,0.998
2025-02-27 09:00:00,1.66,6.26,1.252
2025-02-27 10:00:00,1.68,5.26,1.444
2025-02-27 11:00:00,1.3,3.52,1.029
2025-02-27 12:00:00,0.54,5.08,1.059
2025-02-27 13:00:00,1.96,6.39,1.233
2025-02-27 14:00:00,1.36,4.44,1.353
2025-02-27 15:00:00,0.53,7.54,1.026
2025-02-27 16:00:00,1.64,4.56,0.835
2025-02-27 17:00:00,1.62,2.84,1.211
2025-02-27 18:00:00,1.55,5.21,1.137
2025-02-27 19:00:00,1.77,6.74,1.208
2025-02-27 20:00:00,0.75,3.85,1.169
2025-02-27 21:00:00,2.28,4.59,1.046
2025-02-27 22:00:00,1.95,5.11,1.06
2025-02-27 23:00:00,2.43,5.37,1.17
2025-02-28 00:00:00,1.38,7.06,0.623
2025-02-28 01:00:00,1.98,7.74,1.318
2025-02-28 02:00:00,0.6,5.52,1.098
2025-02-28 03:00:00,1.22,4.39,0.774
2025-02-28 04:00:00,0.89,6.74,1.032
2025-02-28 05:00:00,1.87,7.5,1.315
2025-02-28 06:00:00,1.05,9.69,1.058
2025-02-28 07:00:00,1.46,8.76,0.802
2025-02-28 08:00:00,1.72,3.95,0.667
2025-02-28 09:00:00,1.47,6.19,1.602
2025-02-28 10:00:00,0.93,7.38,0.551
2025-02-28 11:00:00,2.71,4.77,1.07
2025-02-28 12:00:00,1.79,5.77,0.839
2025-02-28 13:00:00,2.71,7.82,1.246
2025-02-28 14:00:00,1.1,6.97,0.681
2025-02-28 15:00:00,1.49,6.47,1.388
2025-02-28 16:00:00,1.77,5.16,0.954
2025-02-28 17:00:00,2.64,3.58,0.93
2025-02-28 18:00:00,2.71,5.84,0.907
2025-02-28 19:00:00,1.46,6.28,0.837
2025-02-28 20:00:00,1.28,3.53,0.893
2025-02-28 21:00:00,1.71,6.56,1.165
2025-02-28 22:00:00,2.44,7.25,0.555
2025-02-28 23:00:00,1.8,5.08,0.798
2025-03-01 00:00:00,1.94,7.31,1.347
2025-03-01 01:00:00,2.46,7.05,0.951
2025-03-01 02:00:00,2.37,5.89,0.83
2025-03-01 03:00:00,2.39,5.67,0.655
2025-03-01 04:00:00,2.17,5.84,0.681
2025-03-01 05:00:00,2.61,4.79,1.219
2025-03-01 06:00:00,1.07,7.19,0.768
2025-03-01 07:00:00,3.15,4.81,1.174
2025-03-01 08:00:00,2.44,4.94,0.728
2025-03-01 09:00:00,1.7,7.49,0.942
2025-03-01 10:00:00,2.47,6.02,0.956
2025-03-01 11:00:00,1.59,6.62,0.785
2025-03-01 12:00:00,2.08,3.08,0.992
2025-03-01 13:00:00,2.16,5.45,0.444
2025-03-01 14:00:00,2.32,9.86,0.951
2025-03-01 15:00:00,1.52,2.94,1.084
2025-03-01 16:00:00,2.33,10.0,0.764
2025-03-01 17:00:00,1.53,7.02,1.026
2025-03-01 18:00:00,2.24,5.43,1.012
2025-03-01 19:00:00,1.79,6.09,1.022
2025-03-01 20:00:00,0.71,8.96,0.637
2025-03-01 21:00:00,1.36,1.95,0.997
2025-03-01 22:00:00,2.31,9.33,0.543
2025-03-01 23:00:00,1.62,7.03,0.816
2025-03-02 00:00:00,2.56,8.49,0.957
2025-03-02 01:00:00,1.1,2.97,1.01
2025-03-02 02:00:00,2.25,6.01,0.655
2025-03-02 03:00:00,1.8,1.81,0.887
2025-03-02 04:00:00,1.68,8.86,1.156
2025-03-02 05:00:00,1.12,4.5,0.713
2025-03-02 06:00:00,1.96,4.47,0.419
2025-03-02 07:00:00,1.23,2.6,1.09
2025-03-02 08:00:00,1.45,7.36,0.722
2025-03-02 09:00:00,1.75,6.61,0.798
2025-03-02 10:00:00,1.61,4.97,0.99
2025-03-02 11:00:00,2.45,6.99,0.977
2025-03-02 12:00:00,0.28,4.91,1.213
2025-03-02 13:00:00,1.72,2.95,0.897
2025-03-02 14:00:00,1.61,5.74,0.975
2025-03-02 15:00:00,1.83,9.76,0.534
2025-03-02 16:00:00,1.5,8.41,1.115
2025-03-02 17:00:00,2.45,7.38,0.785
2025-03-02 18:00:00,1.68,6.96,1.765
2025-03-02 19:00:00,1.91,5.74,0.904
2025-03-02 20:00:00,2.37,7.94,1.064
2025-03-02 21:00:00,1.86,7.6,1.117
2025-03-02 22:00:00,1.07,6.3,0.935
2025-03-02 23:00:00,1.58,6.87,1.067
2025-03-03 00:00:00,1.79,3.16,1.503
2025-03-03 01:00:00,0.87,5.41,0.75
2025-03-03 02:00:00,1.44,3.98,0.378
2025-03-03 03:00:00,1.82,3.95,0.613
2025-03-03 04:00:00,3.07,7.31,1.188
2025-03-03 05:00:00,2.09,3.84,0.819
2025-03-03 06:00:00,1.96,7.91,1.522
2025-03-03 07:00:00,2.88,8.43,1.121
2025-03-03 08:00:00,2.22,6.25,0.776
2025-03-03 09:00:00,2.3,5.16,0.744
2025-03-03 10:00:00,1.62,8.43,0.827
2025-03-03 11:00:00,1.1,7.48,0.423
2025-03-03 12:00:00,2.02,8.76,1.008
2025-03-03 13:00:00,2.96,4.21,1.112
2025-03-03 14:00:00,2.77,5.85,0.697
2025-03-03 15:00:00,2.26,5.93,0.551
2025-03-03 16:00:00,1.45,6.79,0.711
2025-03-03 17:00:00,0.93,7.62,1.188
2025-03-03 18:00:00,1.37,6.65,1.14
2025-03-03 19:00:00,1.99,9.04,0.993
2025-03-03 20:00:00,1.58,5.62,1.349
2025-03-03 21:00:00,2.46,4.27,0.517
2025-03-03 22:00:00,0.97,5.04,0.887
2025-03-03 23:00:00,1.79,4.79,1.079
2025-03-04 00:00:00,1.43,5.3,1.115
2025-03-04 01:00:00,2.49,5.68,1.118
2025-03-04 02:00:00,2.22,5.76,1.099
2025-03-04 03:00:00,1.39,6.68,1.247
2025-03-04 04:00:00,2.41,5.29,1.108
2025-03-04 05:00:00,0.92,8.31,0.629
2025-03-04 06:00:00,0.82,2.34,0.804
2025-03-04 07:00:00,1.36,1.76,0.494
2025-03-04 08:00:00,0.7,8.22,1.167
2025-03-04 09:00:00,1.83,8.06,1.216
2025-03-04 10:00:00,1.84,8.69,0.612
2025-03-04 11:00:00,1.65,7.49,0.823
2025-03-04 12:00:00,2.22,6.22,0.479
2025-03-04 13:00:00,1.46,5.7,0.887
2025-03-04 14:00:00,1.11,3.01,0.711
2025-03-04 15:00:00,1.41,6.51,0.626
2025-03-04 16:00:00,1.16,3.34,0.911
2025-03-04 17:00:00,1.53,11.15,1.388
2025-03-04 18:00:00,2.25,4.15,1.116
2025-03-04 19:00:00,0.84,6.06,0.855
2025-03-04 20:00:00,1.69,9.23,0.905
2025-03-04 21:00:00,2.47,5.48,1.387
2025-03-04 22:00:00,2.54,5.49,1.232
2025-03-04 23:00:00,1.48,1.04,0.84
2025-03-05 00:00:00,3.25,3.38,1.019
2025-03-05 01:00:00,1.29,7.13,0.644
2025-03-05 02:00:00,1.78,9.35,0.9
2025-03-05 03:00:00,1.22,4.22,1.085
2025-03-05 04:00:00,2.18,6.4,1.149
2025-03-05 05:00:00,3.6,11.42,0.734
2025-03-05 06:00:00,3.03,7.14,1.144
2025-03-05 07:00:00,2.43,7.96,0.931
2025-03-05 08:00:00,1.56,4.47,0.822
2025-03-05 09:00:00,1.82,9.11,1.371
2025-03-05 10:00:00,2.59,4.62,0.804
2025-03-05 11:00:00,2.37,4.27,0.617
2025-03-05 12:00:00,1.97,8.96,0.726
2025-03-05 13:00:00,2.01,4.73,1.075
2025-03-05 14:00:00,2.56,6.0,0.647
2025-03-05 15:00:00,2.7,9.26,1.101
2025-03-05 16:00:00,1.02,4.18,0.681
2025-03-05 17:00:00,2.06,5.53,0.875
2025-03-05 18:00:00,2.27,4.78,1.446
2025-03-05 19:00:00,1.6,5.35,0.673
2025-03-05 20:00:00,2.69,6.08,0.389
2025-03-05 21:00:00,1.75,8.68,1.236
2025-03-05 22:00:00,2.71,9.29,0.544
2025-03-05 23:00:00,1.7,6.32,0.691
2025-03-06 00:00:00,2.11,4.3,1.051
2025-03-06 01:00:00,2.09,7.11,1.041
2025-03-06 02:00:00,2.95,5.76,0.275
2025-03-06 03:00:00,2.39,5.83,0.783
2025-03-06 04:00:00,1.68,3.69,1.081
2025-03-06 05:00:00,1.79,2.52,1.376
2025-03-06 06:00:00,1.78,5.71,0.559
2025-03-06 07:00:00,1.96,3.61,1.135
2025-03-06 08:00:00,1.38,4.69,0.703
2025-03-06 09:00:00,1.9,8.72,1.129
2025-03-06 10:00:00,2.77,5.61,0.608
2025-03-06 11:00:00,2.74,7.96,0.811
2025-03-06 12:00:00,1.01,6.34,0.965
2025-03-06 13:00:00,0.92,6.92,1.107
2025-03-06 14:00:00,1.59,4.65,1.011
2025-03-06 15:00:00,0.88,8.06,0.761
2025-03-06 16:00:00,1.19,6.37,0.743
2025-03-06 17:00:00,2.16,5.22,1.313
2025-03-06 18:00:00,1.93,6.37,0.938
2025-03-06 19:00:00,0.92,4.32,0.75
2025-03-06 20:00:00,2.65,5.16,1.003
2025-03-06 21:00:00,1.7,5.64,1.024
2025-03-06 22:00:00,1.64,4.7,0.53
2025-03-06 23:00:00,2.56,8.87,0.99
2025-03-07 00:00:00,2.22,4.63,0.465
2025-03-07 01:00:00,1.95,9.63,0.68
2025-03-07 02:00:00,1.68,5.6,0.595
2025-03-07 03:00:00,2.32,4.99,0.809
2025-03-07 04:00:00,1.72,4.45,0.732
2025-03-07 05:00:00,1.84,6.31,0.792
2025-03-07 06:00:00,1.27,7.25,0.368
2025-03-07 07:00:00,2.66,0.39,0.823
2025-03-07 08:00:00,2.91,5.47,0.566
2025-03-07 09:00:00,2.1,1.49,1.412
2025-03-07 10:00:00,1.68,7.43,0.742
2025-03-07 11:00:00,2.54,7.46,0.777
2025-03-07 12:00:00,2.33,5.55,1.015
2025-03-07 13:00:00,1.71,5.88,1.172
2025-03-07 14:00:00,2.67,2.6,0.547
2025-03-07 15:00:00,1.72,4.37,0.985
2025-03-07 16:00:00,1.2,4.24,1.083
2025-03-07 17:00:00,1.94,4.57,0.888
2025-03-07 18:00:00,2.63,7.21,0.883
2025-03-07 19:00:00,2.04,8.03,0.714
2025-03-07 20:00:00,1.27,6.68,0.761
2025-03-07 21:00:00,1.73,4.82,0.815
2025-03-07 22:00:00,2.69,3.97,0.735
2025-03-07 23:00:00,2.14,5.64,1.064
2025-03-08 00:00:00,1.99,5.75,0.596
2025-03-08 01:00:00,1.92,4.71,1.028
2025-03-08 02:00:00,2.65,3.84,1.146
2025-03-08 03:00:00,2.61,6.39,0.906
2025-03-08 04:00:00,1.16,6.58,0.367
2025-03-08 05:00:00,2.56,2.53,0.967
2025-03-08 06:00:00,2.31,4.39,0.653
2025-03-08 07:00:00,2.96,6.71,0.682
2025-03-08 08:00:00,1.96,7.13,0.904
2025-03-08 09:00:00,2.68,5.29,1.09
2025-03-08 10:00:00,2.28,5.89,0.399
2025-03-08 11:00:00,1.33,5.66,0.828
2025-03-08 12:00:00,2.61,7.07,1.312
2025-03-08 13:00:00,2.49,2.94,0.539
2025-03-08 14:00:00,1.61,5.69,0.764
2025-03-08 15:00:00,2.17,3.38,0.66
2025-03-08 16:00:00,3.27,7.33,0.99
2025-03-08 17:00:00,1.71,3.04,0.501
2025-03-08 18:00:00,2.44,5.97,0.421
2025-03-08 19:00:00,1.34,3.39,1.022
2025-03-08 20:00:00,1.66,6.66,0.874
2025-03-08 21:00:00,2.49,6.04,0.517
2025-03-08 22:00:00,2.15,5.64,0.797
2025-03-08 23:00:00,1.88,9.08,0.493
2025-03-09 00:00:00,3.04,3.44,1.017
2025-03-09 01:00:00,1.47,6.7,0.856
2025-03-09 02:00:00,1.94,7.19,0.607
2025-03-09 03:00:00,2.32,6.7,0.641
2025-03-09 04:00:00,1.5,3.49,0.671
2025-03-09 05:00:00,2.33,4.37,0.517
2025-03-09 06:00:00,2.67,3.63,1.121
2025-03-09 07:00:00,1.95,4.25,1.077
2025-03-09 08:00:00,1.61,3.16,0.686
2025-03-09 09:00:00,1.84,4.12,0.707
2025-03-09 10:00:00,0.42,7.78,0.505
2025-03-09 11:00:00,2.63,4.2,0.746
2025-03-09 12:00:00,2.18,5.05,0.908
2025-03-09 13:00:00,1.92,3.39,1.081
2025-03-09 14:00:00,1.02,4.81,0.562
2025-03-09 15:00:00,2.69,6.5,0.365
2025-03-09 16:00:00,1.76,5.82,0.534
2025-03-09 17:00:00,2.36,7.68,0.925
2025-03-09 18:00:00,2.02,2.42,0.775
2025-03-09 19:00:00,1.05,3.33,1.034
2025-03-09 20:00:00,2.78,4.02,0.796
2025-03-09 21:00:00,2.67,7.89,1.19
2025-03-09 22:00:00,2.48,5.44,0.39
2025-03-09 23:00:00,2.21,2.01,0.163
2025-03-10 00:00:00,1.32,6.72,1.097
2025-03-10 01:00:00,2.56,4.76,0.559
2025-03-10 02:00:00,3.37,6.32,0.793
2025-03-10 03:00:00,2.11,7.7,0.792
2025-03-10 04:00:00,2.12,2.58,0.84
2025-03-10 05:00:00,1.38,7.7,0.64
2025-03-10 06:00:00,0.8,4.39,0.52
2025-03-10 07:00:00,1.83,3.71,0.5
2025-03-10 08:00:00,2.93,4.85,0.909
2025-03-10 09:00:00,2.85,2.15,0.951
2025-03-10 10:00:00,2.0,4.5,0.696
2025-03-10 11:00:00,2.3,4.05,0.609
2025-03-10 12:00:00,1.31,2.66,0.901
2025-03-10 13:00:00,2.11,3.24,0.388
2025-03-10 14:00:00,1.73,6.81,1.246
2025-03-10 15:00:00,2.08,4.18,0.872
2025-03-10 16:00:00,1.88,2.58,0.719
2025-03-10 17:00:00,1.87,5.43,0.966
2025-03-10 18:00:00,2.64,6.07,0.916
2025-03-10 19:00:00,3.22,4.53,0.817
2025-03-10 20:00:00,1.94,2.07,0.286
2025-03-10 21:00:00,2.89,0.56,0.861
2025-03-10 22:00:00,1.3,2.73,1.122
2025-03-10 23:00:00,1.99,6.64,0.62
2025-03-11 00:00:00,1.28,6.18,0.971
2025-03-11 01:00:00,1.87,2.66,0.944
2025-03-11 02:00:00,2.49,3.78,0.805
2025-03-11 03:00:00,2.73,5.65,0.774
2025-03-11 04:00:00,1.59,3.97,0.872
2025-03-11 05:00:00,2.33,6.12,0.836
2025-03-11 06:00:00,2.8,4.06,1.204
2025-03-11 07:00:00,2.71,5.21,0.973
2025-03-11 08:00:00,2.22,3.6,0.908
2025-03-11 09:00:00,1.71,2.68,0.996
2025-03-11 10:00:00,1.65,6.58,0.909
2025-03-11 11:00:00,1.55,1.25,0.211
2025-03-11 12:00:00,2.04,3.05,0.702
2025-03-11 13:00:00,1.57,4.06,0.577
2025-03-11 14:00:00,2.47,5.97,0.814
2025-03-11 15:00:00,2.2,2.49,0.592
2025-03-11 16:00:00,2.17,4.5,0.879
