timestamp,sea_level_residual_m,significant_wave_height_m,wave_period_s,swell_direction_deg
2025-04-01 15:00:00,0.033,0.55,5.79,223.0
2025-04-01 16:00:00,0.141,0.59,6.21,210.0
2025-04-01 17:00:00,-0.123,0.27,5.06,261.0
2025-04-01 18:00:00,-0.054,1.42,4.09,74.0
2025-04-01 19:00:00,0.203,0.19,5.97,162.0
2025-04-01 20:00:00,0.069,1.13,7.19,180.0
2025-04-01 21:00:00,-0.029,1.31,4.95,153.0
2025-04-01 22:00:00,-0.35,0.87,6.22,143.0
2025-04-01 23:00:00,0.375,0.72,7.84,111.0
2025-04-02 00:00:00,-0.296,1.07,5.96,168.0
2025-04-02 01:00:00,0.117,0.98,6.17,216.0
2025-04-02 02:00:00,-0.086,1.38,6.14,211.0
2025-04-02 03:00:00,-0.454,0.07,5.25,150.0
2025-04-02 04:00:00,0.183,0.61,4.88,189.0
2025-04-02 05:00:00,-0.067,1.2,4.88,234.0
2025-04-02 06:00:00,0.204,1.0,6.51,119.0
2025-04-02 07:00:00,-0.176,1.28,6.98,174.0
2025-04-02 08:00:00,0.046,1.08,7.04,191.0
2025-04-02 09:00:00,-0.571,0.93,5.62,180.0
2025-04-02 10:00:00,-0.255,0.86,7.38,214.0
2025-04-02 11:00:00,-0.448,1.91,6.44,120.0
2025-04-02 12:00:00,-0.224,1.59,6.15,140.0
2025-04-02 13:00:00,-0.012,1.18,2.06,207.0
2025-04-02 14:00:00,-0.281,1.01,5.09,112.0
2025-04-02 15:00:00,0.086,1.19,4.24,212.0
2025-04-02 16:00:00,-0.344,1.31,6.82,198.0
2025-04-02 17:00:00,0.091,1.15,6.18,210.0
2025-04-02 18:00:00,0.197,0.68,4.78,161.0
2025-04-02 19:00:00,0.123,1.69,6.43,200.0
2025-04-02 20:00:00,-0.216,1.08,4.36,133.0
2025-04-02 21:00:00,-0.662,1.78,4.82,163.0
2025-04-02 22:00:00,0.015,1.05,5.22,181.0
2025-04-02 23:00:00,-0.161,0.88,6.72,144.0
2025-04-03 00:00:00,-0.479,1.52,7.78,189.0
2025-04-03 01:00:00,-0.374,1.09,5.4,134.0
2025-04-03 02:00:00,0.124,1.02,7.69,191.0
2025-04-03 03:00:00,-0.519,0.49,6.16,250.0
2025-04-03 04:00:00,-0.117,1.23,6.39,130.0
2025-04-03 05:00:00,-0.18,0.77,6.03,179.0
2025-04-03 06:00:00,-0.324,0.79,5.87,115.0
2025-04-03 07:00:00,-0.073,0.77,6.63,147.0
2025-04-03 08:00:00,0.174,1.14,6.99,208.0
2025-04-03 09:00:00,-0.309,0.35,5.04,163.0
2025-04-03 10:00:00,-0.295,0.88,5.88,210.0
2025-04-03 11:00:00,-0.079,1.36,8.11,194.0
2025-04-03 12:00:00,-0.005,0.47,6.32,177.0
2025-04-03 13:00:00,-0.266,1.04,6.45,139.0
2025-04-03 14:00:00,-0.311,0.72,7.5,207.0
2025-04-03 15:00:00,-0.789,0.81,5.5,192.0
2025-04-03 16:00:00,-0.429,1.63,6.06,119.0
2025-04-03 17:00:00,-0.519,0.31,7.08,141.0
2025-04-03 18:00:00,-0.063,1.27,7.59,69.0
2025-04-03 19:00:00,-0.296,0.78,3.27,125.0
2025-04-03 20:00:00,-0.305,0.76,5.22,167.0
2025-04-03 21:00:00,-0.237,0.52,4.91,138.0
2025-04-03 22:00:00,-0.452,1.27,5.96,147.0
2025-04-03 23:00:00,0.154,0.89,5.0,236.0
2025-04-04 00:00:00,0.032,0.83,6.93,221.0
2025-04-04 01:00:00,0.112,1.0,6.34,152.0
2025-04-04 02:00:00,-0.122,0.89,7.2,212.0
2025-04-04 03:00:00,-0.3,0.16,7.28,229.0
2025-04-04 04:00:00,0.111,0.76,6.95,205.0
2025-04-04 05:00:00,-0.463,1.32,5.73,192.0
2025-04-04 06:00:00,-0.51,0.36,6.26,224.0
2025-04-04 07:00:00,-0.443,0.52,5.58,211.0
2025-04-04 08:00:00,-0.162,0.79,4.5,131.0
2025-04-04 09:00:00,-0.483,0.67,7.28,172.0
2025-04-04 10:00:00,-0.331,0.95,6.04,158.0
2025-04-04 11:00:00,-0.693,0.52,4.33,226.0
2025-04-04 12:00:00,-0.172,0.8,6.78,157.0
2025-04-04 13:00:00,-0.672,0.94,5.87,150.0
2025-04-04 14:00:00,-0.526,1.22,3.67,221.0
2025-04-04 15:00:00,0.012,1.46,4.49,190.0
2025-04-04 16:00:00,0.003,0.85,5.3,264.0
2025-04-04 17:00:00,-0.199,1.71,6.39,146.0
2025-04-04 18:00:00,-0.224,0.88,7.08,159.0
2025-04-04 19:00:00,-0.425,1.29,7.04,225.0
2025-04-04 20:00:00,-0.486,1.73,6.86,129.0
2025-04-04 21:00:00,-0.383,1.01,6.1,233.0
2025-04-04 22:00:00,-0.671,0.41,8.2,132.0
2025-04-04 23:00:00,-0.229,0.99,6.98,204.0
2025-04-05 00:00:00,-0.28,0.7,6.44,106.0
2025-04-05 01:00:00,-0.526,0.84,6.85,182.0
2025-04-05 02:00:00,0.1,1.74,5.69,125.0
2025-04-05 03:00:00,-0.141,0.46,6.1,257.0
2025-04-05 04:00:00,-0.12,1.07,3.67,137.0
2025-04-05 05:00:00,-0.414,0.6,5.71,147.0
2025-04-05 06:00:00,-0.293,0.82,8.28,201.0
2025-04-05 07:00:00,-0.136,1.25,6.35,156.0
2025-04-05 08:00:00,-0.254,1.08,6.3,208.0
2025-04-05 09:00:00,0.108,0.86,7.37,152.0
2025-04-05 10:00:00,-0.343,0.69,6.6,148.0
2025-04-05 11:00:00,-0.419,1.07,5.23,179.0
2025-04-05 12:00:00,-0.134,1.63,6.2,131.0
2025-04-05 13:00:00,-0.609,0.59,4.81,196.0
2025-04-05 14:00:00,-0.061,1.71,6.39,215.0
2025-04-05 15:00:00,-0.618,1.43,5.17,202.0
2025-04-05 16:00:00,-0.133,1.5,7.28,206.0
2025-04-05 17:00:00,-0.455,1.07,5.56,103.0
2025-04-05 18:00:00,-0.173,1.42,5.18,162.0
2025-04-05 19:00:00,-0.066,0.54,6.04,171.0
2025-04-05 20:00:00,-0.254,0.68,6.61,238.0
2025-04-05 21:00:00,-0.592,1.25,4.72,157.0
2025-04-05 22:00:00,-0.517,1.07,5.55,88.0
2025-04-05 23:00:00,-0.475,0.89,6.3,140.0
2025-04-06 00:00:00,-0.708,0.06,7.81,154.0
2025-04-06 01:00:00,0.047,0.76,3.17,94.0
2025-04-06 02:00:00,-0.207,0.47,6.94,219.0
2025-04-06 03:00:00,-0.518,1.14,5.74,117.0
2025-04-06 04:00:00,0.129,0.86,5.61,198.0
2025-04-06 05:00:00,-0.41,0.69,5.39,136.0
2025-04-06 06:00:00,-0.172,1.99,5.77,240.0
2025-04-06 07:00:00,-0.441,1.35,6.95,169.0
2025-04-06 08:00:00,-0.739,1.36,5.56,161.0
2025-04-06 09:00:00,-0.576,1.82,8.19,201.0
2025-04-06 10:00:00,-0.347,1.26,6.95,140.0
2025-04-06 11:00:00,-0.01,0.63,6.44,203.0
2025-04-06 12:00:00,-0.148,0.58,6.0,161.0
2025-04-06 13:00:00,-0.199,1.32,7.63,156.0
2025-04-06 14:00:00,-0.737,0.11,7.81,176.0
2025-04-06 15:00:00,0.083,0.91,4.81,136.0
2025-04-06 16:00:00,-0.179,0.07,5.36,172.0
2025-04-06 17:00:00,-0.264,0.98,6.96,194.0
2025-04-06 18:00:00,0.049,1.28,7.33,88.0
2025-04-06 19:00:00,0.077,1.05,5.84,224.0
2025-04-06 20:00:00,0.054,1.31,5.31,213.0
2025-04-06 21:00:00,-0.296,1.72,6.3,106.0
2025-04-06 22:00:00,-0.485,0.88,7.98,100.0
2025-04-06 23:00:00,0.013,2.06,6.25,214.0
2025-04-07 00:00:00,-0.471,1.01,4.72,211.0
2025-04-07 01:00:00,0.357,1.31,6.37,205.0
2025-04-07 02:00:00,-0.123,0.68,7.17,123.0
2025-04-07 03:00:00,-0.395,1.58,6.11,253.0
2025-04-07 04:00:00,-0.438,1.34,7.74,150.0
2025-04-07 05:00:00,-0.45,1.52,7.27,190.0
2025-04-07 06:00:00,-0.095,0.95,6.16,190.0
2025-04-07 07:00:00,-0.132,0.43,6.29,244.0
2025-04-07 08:00:00,-0.439,1.11,4.02,185.0
2025-04-07 09:00:00,-0.219,0.25,7.69,197.0
2025-04-07 10:00:00,-0.472,0.79,5.84,177.0
2025-04-07 11:00:00,0.017,1.0,5.75,132.0
2025-04-07 12:00:00,-0.144,1.88,5.57,87.0
2025-04-07 13:00:00,-0.225,1.05,6.78,181.0
2025-04-07 14:00:00,-0.452,0.98,4.88,124.0
2025-04-07 15:00:00,-0.205,0.9,5.05,194.0
2025-04-07 16:00:00,-0.234,0.39,6.17,186.0
2025-04-07 17:00:00,-0.051,0.96,5.48,185.0
2025-04-07 18:00:00,-0.088,0.97,6.64,138.0
2025-04-07 19:00:00,0.068,0.54,5.53,221.0
2025-04-07 20:00:00,-0.251,0.45,8.15,199.0
2025-04-07 21:00:00,-0.595,0.73,7.07,133.0
2025-04-07 22:00:00,0.118,0.95,7.05,263.0
2025-04-07 23:00:00,-0.364,0.74,5.51,172.0
2025-04-08 00:00:00,-0.277,0.5,9.15,127.0
2025-04-08 01:00:00,-0.011,1.03,5.74,150.0
2025-04-08 02:00:00,0.076,1.13,5.41,120.0
2025-04-08 03:00:00,-0.133,0.97,7.11,234.0
2025-04-08 04:00:00,-0.135,0.69,6.5,223.0
2025-04-08 05:00:00,-0.098,1.16,5.28,210.0
2025-04-08 06:00:00,0.354,0.84,8.9,202.0
2025-04-08 07:00:00,-0.001,0.44,7.44,230.0
2025-04-08 08:00:00,-0.242,1.33,6.27,170.0
2025-04-08 09:00:00,-0.239,1.06,9.15,197.0
2025-04-08 10:00:00,-0.063,0.87,7.24,148.0
2025-04-08 11:00:00,0.059,0.29,6.25,174.0
2025-04-08 12:00:00,0.121,0.62,9.0,198.0
2025-04-08 13:00:00,0.031,1.72,7.06,57.0
2025-04-08 14:00:00,-0.21,0.31,7.0,155.0
2025-04-08 15:00:00,-0.106,0.82,5.8,187.0
2025-04-08 16:00:00,0.183,0.91,6.32,177.0
2025-04-08 17:00:00,-0.287,1.05,5.77,162.0
2025-04-08 18:00:00,-0.116,0.32,7.99,204.0
2025-04-08 19:00:00,0.149,0.99,4.33,152.0
2025-04-08 20:00:00,0.219,0.24,7.9,131.0
2025-04-08 21:00:00,-0.048,0.96,5.21,227.0
2025-04-08 22:00:00,-0.103,0.66,6.2,222.0
2025-04-08 23:00:00,-0.331,0.57,5.91,156.0
2025-04-09 00:00:00,0.262,1.24,5.67,177.0
2025-04-09 01:00:00,0.46,0.81,7.12,214.0
2025-04-09 02:00:00,0.771,1.1,6.29,182.0
2025-04-09 03:00:00,0.227,1.11,5.49,201.0
2025-04-09 04:00:00,0.117,1.42,6.48,199.0
2025-04-09 05:00:00,-0.1,0.42,5.46,167.0
2025-04-09 06:00:00,-0.34,1.27,5.65,201.0
2025-04-09 07:00:00,0.174,0.91,4.5,141.0
2025-04-09 08:00:00,0.718,0.76,5.75,196.0
2025-04-09 09:00:00,0.448,0.45,6.89,177.0
2025-04-09 10:00:00,0.409,1.15,6.34,166.0
2025-04-09 11:00:00,0.192,0.54,8.47,130.0
2025-04-09 12:00:00,0.22,1.11,9.43,185.0
2025-04-09 13:00:00,-0.476,1.68,5.74,182.0
2025-04-09 14:00:00,0.321,1.3,5.29,146.0
2025-04-09 15:00:00,-0.015,1.46,7.65,116.0
2025-04-09 16:00:00,-0.045,0.62,6.7,114.0
2025-04-09 17:00:00,0.049,1.21,7.66,170.0
2025-04-09 18:00:00,0.041,0.45,6.77,192.0
2025-04-09 19:00:00,-0.049,0.81,6.06,254.0
2025-04-09 20:00:00,0.134,1.6,6.07,178.0
2025-04-09 21:00:00,-0.009,0.66,6.81,115.0
2025-04-09 22:00:00,0.155,1.35,6.04,172.0
2025-04-09 23:00:00,-0.242,1.31,7.76,230.0
2025-04-10 00:00:00,0.181,1.33,4.76,153.0
2025-04-10 01:00:00,-0.04,0.39,7.78,225.0
2025-04-10 02:00:00,0.074,1.11,4.07,187.0
2025-04-10 03:00:00,0.27,0.83,6.5,206.0
2025-04-10 04:00:00,-0.166,1.33,5.92,254.0
2025-04-10 05:00:00,0.029,0.24,4.5,107.0
2025-04-10 06:00:00,0.377,1.04,3.85,216.0
2025-04-10 07:00:00,-0.119,0.99,5.0,176.0
2025-04-10 08:00:00,0.679,0.1,6.38,142.0
2025-04-10 09:00:00,0.536,0.54,5.6,176.0
2025-04-10 10:00:00,0.111,0.17,5.07,248.0
2025-04-10 11:00:00,0.038,0.61,7.94,233.0
2025-04-10 12:00:00,0.285,1.12,4.84,100.0
2025-04-10 13:00:00,-0.127,0.98,7.14,149.0
2025-04-10 14:00:00,-0.266,0.97,5.25,218.0
2025-04-10 15:00:00,0.12,0.48,4.97,179.0
2025-04-10 16:00:00,0.201,1.35,5.6,179.0
2025-04-10 17:00:00,0.258,0.89,7.07,117.0
2025-04-10 18:00:00,0.081,0.91,4.68,150.0
2025-04-10 19:00:00,0.553,1.27,6.67,126.0
2025-04-10 20:00:00,-0.139,0.5,5.17,114.0
2025-04-10 21:00:00,-0.05,0.99,5.38,130.0
2025-04-10 22:00:00,0.356,1.07,6.8,143.0
2025-04-10 23:00:00,-0.056,0.68,8.93,150.0
2025-04-11 00:00:00,-0.008,1.15,5.25,146.0
2025-04-11 01:00:00,0.323,1.08,7.21,221.0
2025-04-11 02:00:00,0.029,0.85,5.97,144.0
2025-04-11 03:00:00,0.259,0.83,5.78,237.0
2025-04-11 04:00:00,0.118,1.1,7.63,161.0
2025-04-11 05:00:00,0.077,1.2,5.34,198.0
2025-04-11 06:00:00,-0.233,0.91,4.96,199.0
2025-04-11 07:00:00,0.327,1.34,6.9,144.0
2025-04-11 08:00:00,-0.019,1.15,8.26,167.0
2025-04-11 09:00:00,0.25,0.17,7.25,160.0
2025-04-11 10:00:00,0.164,0.33,4.66,195.0
2025-04-11 11:00:00,0.241,1.36,5.61,175.0
2025-04-11 12:00:00,0.255,0.79,7.52,150.0
2025-04-11 13:00:00,0.341,0.95,8.24,185.0
2025-04-11 14:00:00,0.111,1.34,6.62,194.0
2025-04-11 15:00:00,0.603,0.89,5.65,254.0
2025-04-11 16:00:00,-0.169,0.9,8.32,183.0
2025-04-11 17:00:00,0.236,0.54,6.26,180.0
2025-04-11 18:00:00,0.502,1.04,5.62,197.0
2025-04-11 19:00:00,0.412,1.12,5.42,142.0
2025-04-11 20:00:00,0.049,0.66,4.91,111.0
2025-04-11 21:00:00,0.09,0.52,9.75,168.0
2025-04-11 22:00:00,0.041,1.94,8.05,223.0
2025-04-11 23:00:00,0.442,0.85,5.56,229.0
2025-04-12 00:00:00,0.107,0.6,8.45,105.0
2025-04-12 01:00:00,0.356,1.16,7.01,207.0
2025-04-12 02:00:00,0.359,0.86,6.94,93.0
2025-04-12 03:00:00,0.885,0.44,5.51,198.0
2025-04-12 04:00:00,0.371,1.07,5.75,196.0
2025-04-12 05:00:00,0.09,0.54,6.32,111.0
2025-04-12 06:00:00,-0.073,1.51,4.01,220.0
2025-04-12 07:00:00,0.224,1.08,5.79,250.0
2025-04-12 08:00:00,0.263,0.77,6.38,178.0
2025-04-12 09:00:00,-0.26,0.92,7.94,186.0
2025-04-12 10:00:00,0.114,1.24,5.63,239.0
2025-04-12 11:00:00,0.367,0.95,7.35,135.0
2025-04-12 12:00:00,0.159,1.73,3.9,136.0
2025-04-12 13:00:00,0.535,1.33,7.77,146.0
2025-04-12 14:00:00,-0.097,1.07,5.29,181.0
2025-04-12 15:00:00,0.462,0.5,6.53,181.0
2025-04-12 16:00:00,0.521,0.82,6.86,158.0
2025-04-12 17:00:00,0.532,1.07,6.62,168.0
2025-04-12 18:00:00,-0.099,0.55,6.24,158.0
2025-04-12 19:00:00,0.371,1.4,4.88,160.0
2025-04-12 20:00:00,0.125,0.49,5.3,149.0
2025-04-12 21:00:00,-0.059,0.62,7.57,150.0
2025-04-12 22:00:00,0.189,0.65,5.65,100.0
2025-04-12 23:00:00,0.066,1.18,6.25,171.0
2025-04-13 00:00:00,0.465,0.55,4.6,102.0
2025-04-13 01:00:00,0.363,0.15,7.42,210.0
2025-04-13 02:00:00,-0.054,1.3,4.81,158.0
2025-04-13 03:00:00,0.053,0.69,7.49,175.0
2025-04-13 04:00:00,0.139,0.44,5.12,165.0
2025-04-13 05:00:00,0.216,0.57,7.61,170.0
2025-04-13 06:00:00,0.486,1.56,6.41,231.0
2025-04-13 07:00:00,0.407,0.61,5.72,126.0
2025-04-13 08:00:00,0.247,0.82,8.31,115.0
2025-04-13 09:00:00,0.169,0.69,6.31,185.0
2025-04-13 10:00:00,-0.209,0.38,5.96,160.0
2025-04-13 11:00:00,0.558,0.57,7.48,194.0
2025-04-13 12:00:00,0.123,0.35,4.62,209.0
2025-04-13 13:00:00,0.623,1.25,3.36,136.0
2025-04-13 14:00:00,0.284,0.91,7.78,204.0
2025-04-13 15:00:00,0.741,1.86,5.39,139.0
2025-04-13 16:00:00,0.386,0.58,7.43,183.0
2025-04-13 17:00:00,-0.123,0.52,6.45,131.0
2025-04-13 18:00:00,0.081,1.48,5.0,185.0
2025-04-13 19:00:00,0.192,1.29,7.12,179.0
2025-04-13 20:00:00,0.016,1.02,5.9,136.0
2025-04-13 21:00:00,0.14,0.42,5.1,126.0
2025-04-13 22:00:00,-0.107,1.57,5.13,210.0
2025-04-13 23:00:00,0.236,0.84,4.31,162.0
2025-04-14 00:00:00,0.19,0.69,6.9,220.0
2025-04-14 01:00:00,-0.121,1.32,5.29,158.0
2025-04-14 02:00:00,0.615,0.85,6.37,232.0
2025-04-14 03:00:00,0.146,0.39,6.2,142.0
2025-04-14 04:00:00,-0.074,0.88,5.28,239.0
2025-04-14 05:00:00,-0.277,0.55,4.59,187.0
2025-04-14 06:00:00,0.145,0.34,9.45,196.0
2025-04-14 07:00:00,0.065,0.51,6.36,140.0
2025-04-14 08:00:00,0.326,0.65,8.6,209.0
2025-04-14 09:00:00,0.094,0.4,7.81,211.0
2025-04-14 10:00:00,-0.168,1.09,6.03,167.0
2025-04-14 11:00:00,0.548,0.55,6.63,95.0
2025-04-14 12:00:00,0.239,1.05,6.6,135.0
2025-04-14 13:00:00,0.067,0.37,8.63,135.0
2025-04-14 14:00:00,0.171,1.22,7.41,198.0
2025-04-14 15:00:00,0.249,0.35,5.45,161.0
2025-04-14 16:00:00,-0.227,0.08,6.84,162.0
2025-04-14 17:00:00,0.17,1.35,7.38,157.0
2025-04-14 18:00:00,0.018,0.52,5.0,239.0
2025-04-14 19:00:00,0.257,1.56,7.01,182.0
2025-04-14 20:00:00,-0.055,1.08,8.03,188.0
2025-04-14 21:00:00,-0.021,1.18,5.39,155.0
2025-04-14 22:00:00,0.546,1.28,5.55,179.0
2025-04-14 23:00:00,0.438,0.9,7.81,141.0
2025-04-15 00:00:00,-0.824,0.9,6.01,194.0
2025-04-15 01:00:00,0.289,1.36,5.25,134.0
2025-04-15 02:00:00,-0.018,0.89,7.49,210.0
2025-04-15 03:00:00,-0.177,0.56,7.13,151.0
2025-04-15 04:00:00,-0.252,1.08,6.55,218.0
2025-04-15 05:00:00,-0.237,0.0,7.78,256.0
2025-04-15 06:00:00,-0.17,1.38,7.87,180.0
2025-04-15 07:00:00,-0.282,1.39,6.33,232.0
2025-04-15 08:00:00,-0.339,1.33,8.8,210.0
2025-04-15 09:00:00,-0.26,1.31,8.33,123.0
2025-04-15 10:00:00,0.081,0.82,4.05,184.0
2025-04-15 11:00:00,0.013,0.81,5.2,200.0
2025-04-15 12:00:00,0.139,0.36,3.73,204.0
2025-04-15 13:00:00,-0.017,1.55,6.04,187.0
2025-04-15 14:00:00,-0.327,0.66,4.98,187.0
2025-04-15 15:00:00,0.124,0.99,5.46,180.0
2025-04-15 16:00:00,-0.251,0.95,7.74,185.0
2025-04-15 17:00:00,0.162,0.31,4.33,131.0
2025-04-15 18:00:00,-0.291,0.15,6.59,171.0
2025-04-15 19:00:00,-0.172,0.85,6.58,122.0
2025-04-15 20:00:00,-0.09,0.67,6.33,160.0
2025-04-15 21:00:00,0.169,0.81,6.59,156.0
2025-04-15 22:00:00,0.044,1.28,3.75,154.0
2025-04-15 23:00:00,0.005,0.94,5.46,138.0
2025-04-16 00:00:00,0.341,1.14,8.3,191.0
2025-04-16 01:00:00,-0.589,1.02,5.01,167.0
2025-04-16 02:00:00,-0.39,0.71,8.45,163.0
2025-04-16 03:00:00,-0.4,0.44,4.76,124.0
2025-04-16 04:00:00,-0.573,0.95,4.62,168.0
2025-04-16 05:00:00,-0.31,0.87,5.31,226.0
2025-04-16 06:00:00,0.042,1.21,7.8,226.0
2025-04-16 07:00:00,-0.278,0.78,5.79,195.0
2025-04-16 08:00:00,-0.213,0.72,6.86,168.0
2025-04-16 09:00:00,-0.561,0.75,6.54,202.0
2025-04-16 10:00:00,-0.329,0.47,6.38,153.0
2025-04-16 11:00:00,-0.246,1.42,7.98,168.0
2025-04-16 12:00:00,0.03,1.3,7.38,150.0
2025-04-16 13:00:00,-0.549,0.36,5.08,216.0
2025-04-16 14:00:00,-0.244,1.16,6.12,211.0
2025-04-16 15:00:00,0.142,0.1,8.54,179.0
2025-04-16 16:00:00,-0.241,1.24,6.83,249.0
2025-04-16 17:00:00,-0.659,0.56,4.64,197.0
2025-04-16 18:00:00,0.19,0.98,4.72,194.0
2025-04-16 19:00:00,0.054,0.07,7.52,190.0
2025-04-16 20:00:00,0.087,0.36,7.29,130.0
2025-04-16 21:00:00,-0.566,1.03,5.34,144.0
2025-04-16 22:00:00,0.248,0.56,7.35,178.0
2025-04-16 23:00:00,-0.323,0.51,8.37,178.0
2025-04-17 00:00:00,-0.362,1.39,8.21,204.0
2025-04-17 01:00:00,-0.41,1.72,8.39,153.0
2025-04-17 02:00:00,0.002,1.21,7.13,183.0
2025-04-17 03:00:00,-0.279,0.4,6.25,184.0
2025-04-17 04:00:00,-0.114,1.54,5.98,185.0
2025-04-17 05:00:00,-0.216,0.21,6.44,181.0
2025-04-17 06:00:00,-0.258,0.71,5.41,124.0
2025-04-17 07:00:00,-0.471,0.85,6.03,90.0
2025-04-17 08:00:00,0.218,1.6,7.99,142.0
2025-04-17 09:00:00,-0.6,1.2,4.53,159.0
2025-04-17 10:00:00,-0.131,0.65,4.61,133.0
2025-04-17 11:00:00,-0.14,0.45,7.46,178.0
2025-04-17 12:00:00,0.054,1.23,6.04,224.0
2025-04-17 13:00:00,0.112,0.62,4.15,209.0
2025-04-17 14:00:00,-0.269,0.92,6.39,199.0
2025-04-17 15:00:00,-0.102,0.28,6.22,219.0
2025-04-17 16:00:00,0.207,1.06,5.95,143.0
2025-04-17 17:00:00,-0.251,1.03,7.29,162.0
2025-04-17 18:00:00,-0.501,0.34,4.86,205.0
2025-04-17 19:00:00,-0.331,1.24,6.48,161.0
2025-04-17 20:00:00,-0.561,1.05,6.21,163.0
2025-04-17 21:00:00,-0.142,1.13,6.51,254.0
2025-04-17 22:00:00,0.032,0.68,4.38,184.0
2025-04-17 23:00:00,-0.265,0.9,5.84,251.0
2025-04-18 00:00:00,-0.698,0.85,6.5,107.0
2025-04-18 01:00:00,-0.037,0.76,7.12,155.0
2025-04-18 02:00:00,-0.737,0.89,8.69,196.0
2025-04-18 03:00:00,-0.679,1.33,7.44,184.0
2025-04-18 04:00:00,-0.337,1.25,7.03,98.0
2025-04-18 05:00:00,-0.23,0.35,8.0,171.0
2025-04-18 06:00:00,-0.187,1.22,6.11,279.0
2025-04-18 07:00:00,-0.309,1.3,8.34,190.0
2025-04-18 08:00:00,0.148,0.76,7.82,204.0
2025-04-18 09:00:00,-0.276,1.03,5.94,154.0
2025-04-18 10:00:00,-0.034,1.02,8.78,190.0
2025-04-18 11:00:00,-0.096,0.48,7.01,180.0
2025-04-18 12:00:00,-0.616,0.67,9.11,225.0
2025-04-18 13:00:00,-0.335,1.12,6.84,223.0
2025-04-18 14:00:00,0.238,0.63,5.8,196.0
2025-04-18 15:00:00,-0.419,1.21,5.55,183.0
2025-04-18 16:00:00,-0.461,1.35,6.05,113.0
2025-04-18 17:00:00,-0.25,1.28,5.79,111.0
2025-04-18 18:00:00,-0.41,1.62,8.0,183.0
2025-04-18 19:00:00,-0.491,0.79,6.44,215.0
2025-04-18 20:00:00,-0.413,0.89,4.54,233.0
2025-04-18 21:00:00,0.066,0.95,6.73,144.0
2025-04-18 22:00:00,-0.327,0.8,6.63,120.0
2025-04-18 23:00:00,-0.624,1.04,5.91,217.0
2025-04-19 00:00:00,-0.67,0.13,6.81,147.0
2025-04-19 01:00:00,0.259,0.9,6.43,117.0
2025-04-19 02:00:00,-0.348,0.26,7.25,160.0
2025-04-19 03:00:00,-0.184,0.43,7.18,160.0
2025-04-19 04:00:00,-0.485,1.11,6.92,233.0
2025-04-19 05:00:00,-0.212,0.74,4.93,215.0
2025-04-19 06:00:00,0.072,1.09,9.03,151.0
2025-04-19 07:00:00,-0.456,0.73,4.62,236.0
2025-04-19 08:00:00,-0.178,1.26,6.33,185.0
2025-04-19 09:00:00,-0.644,0.72,5.17,222.0
2025-04-19 10:00:00,0.213,0.03,6.96,233.0
2025-04-19 11:00:00,-0.225,0.91,6.65,169.0
2025-04-19 12:00:00,-0.396,0.05,6.28,203.0
2025-04-19 13:00:00,-0.367,0.23,8.31,164.0
2025-04-19 14:00:00,-0.42,0.46,7.82,217.0
2025-04-19 15:00:00,-0.407,0.41,6.09,184.0
2025-04-19 16:00:00,-0.904,0.6,7.45,218.0
2025-04-19 17:00:00,-0.317,0.4,8.36,241.0
2025-04-19 18:00:00,-0.327,0.25,7.81,202.0
2025-04-19 19:00:00,-0.17,1.43,6.32,176.0
2025-04-19 20:00:00,-0.423,0.54,4.58,177.0
2025-04-19 21:00:00,-0.485,0.08,6.87,62.0
2025-04-19 22:00:00,-0.294,0.67,7.29,151.0
2025-04-19 23:00:00,-0.696,0.37,5.56,217.0
2025-04-20 00:00:00,-0.199,0.45,6.52,219.0
2025-04-20 01:00:00,-0.7,1.09,6.39,151.0
2025-04-20 02:00:00,0.046,0.63,8.16,187.0
2025-04-20 03:00:00,-0.063,0.35,8.72,172.0
2025-04-20 04:00:00,-0.466,0.99,7.9,208.0
2025-04-20 05:00:00,-0.069,1.27,6.39,268.0
2025-04-20 06:00:00,-0.207,1.02,7.87,208.0
2025-04-20 07:00:00,-0.487,0.17,7.27,153.0
2025-04-20 08:00:00,-0.74,0.36,6.4,177.0
2025-04-20 09:00:00,-0.155,0.83,9.0,236.0
2025-04-20 10:00:00,-0.433,0.71,5.61,124.0
2025-04-20 11:00:00,0.039,0.68,7.22,155.0
2025-04-20 12:00:00,-0.231,0.41,7.5,208.0
2025-04-20 13:00:00,-0.409,0.24,6.15,232.0
2025-04-20 14:00:00,0.215,1.61,7.16,204.0
2025-04-20 15:00:00,-0.09,0.82,7.63,156.0
2025-04-20 16:00:00,-1.148,1.06,6.79,201.0
2025-04-20 17:00:00,-0.356,0.81,7.06,197.0
2025-04-20 18:00:00,-0.581,0.83,6.62,194.0
2025-04-20 19:00:00,-0.434,0.78,7.45,176.0
2025-04-20 20:00:00,-0.271,0.36,6.22,182.0
2025-04-20 21:00:00,-0.146,0.2,6.12,144.0
2025-04-20 22:00:00,-0.169,0.96,6.52,279.0
2025-04-20 23:00:00,0.035,0.88,7.91,186.0
2025-04-21 00:00:00,0.029,1.17,4.4,202.0
2025-04-21 01:00:00,0.014,1.09,5.41,171.0
2025-04-21 02:00:00,-0.08,0.48,9.23,214.0
2025-04-21 03:00:00,0.192,1.25,6.83,128.0
2025-04-21 04:00:00,-0.209,1.11,6.01,110.0
2025-04-21 05:00:00,-0.203,1.08,7.45,179.0
